gymId,location,address,city,state,zipcode,phoneNumber,gymType,website,pool,groupFitness,onlineEnrollment,notes,latitude,longitude,domainId,cardio,strength,aquatic,specialty,personalFitnessPlan,mindAndBody,distance,solrLocation
7478,On Track Fitness Liberty,221 S Main St ,Liberty,IN,47353,765-223-2500,co-ed,www.ontrackliberty.com,False,True,False,,39.6606598,-85.0058755,0,True,True,False,True,False,False,47.15199661254883,"39.6606598,-85.0058755"
7512,Anytime Fitness,1713 S. Memorial Dr.,New Castle,IN,47362,765-521-3000,co-ed,www.anytimefitness.com/gyms/322/new-castle-in-47362/,False,False,False,,39.9158037,-85.3839311,0,False,False,False,False,False,False,20.68597984313965,"39.9158037,-85.3839311"
7513,Anytime Fitness,5971 W. US-52,New Palestine,IN,46163,317-861-8451,co-ed,www.anytimefitness.com/gyms/3360/new-palestine-in-46163/,False,True,False,,39.7258679,-85.9129782,0,False,False,False,True,True,False,33.454505920410156,"39.7258679,-85.9129782"
7515,Anytime Fitness,158 W. Logan St.,Noblesville,IN,46060,317-316-3888,co-ed,www.anytimefitness.com/gyms/4072/noblesville-in-46060/,False,True,False,,40.0481411,-86.0192672,0,True,True,False,False,False,False,22.36446189880371,"40.0481411,-86.0192672"
7516,Anytime Fitness,14300 Mundy Dr. ,Noblesville,IN,46060,317-200-8613,co-ed,www.anytimefitness.com/gyms/3494/noblesville-in-46060/,False,True,False,,39.9959101,-86.0026972,0,True,True,False,True,True,False,23.030649185180664,"39.9959101,-86.0026972"
7517,Noblesville Athletic Club,411 South Harbour Drive,Noblesville,IN,46062,317-776-0222,co-ed,www.nacfitness.com,False,True,False,,40.0618372,-86.0492368,0,True,True,False,False,False,True,23.588937759399414,"40.0618372,-86.0492368"
7521,Pendleton YMCA,6511 State Road 67,Pendleton ,IN,46064,765-221-7508,co-ed,ymcamadco.org,True,True,False,,40.011032,-85.7301618,0,True,True,False,True,False,True,11.51569938659668,"40.011032,-85.7301618"
7522,Anytime Fitness,907 W. Main St.,Peru,IN,46970,765-472-7004,co-ed,www.anytimefitness.com/gyms/1978/peru-in-46970/,False,True,False,,40.7446875,-86.0943308,0,True,True,False,False,False,False,47.79869842529297,"40.7446875,-86.0943308"
7523,Miami County YMCA,34 E. Sixth St.,Peru,IN,46970,765-472-1979,co-ed,www.miamicountyy.com/,True,True,False,,40.7560791,-86.068942,0,True,True,True,True,False,True,47.797142028808594,"40.7560791,-86.068942"
7525,Planet Fitness-Plainfield ,2437 E Main Street ,Plainfield ,IN,46168,317-837-1629,co-ed,www.planetfitness.com/gyms/plainfield,False,False,False,,39.7145227,-86.3654015,0,False,False,False,False,False,False,49.856903076171875,"39.7145227,-86.3654015"
7528,Jay Community Center,115 E. Water St.,Portland,IN,47371,260-726-6477,co-ed,www.jaycc.org,False,True,False,,40.4323265,-84.9770906,0,True,True,False,True,True,True,38.92060852050781,"40.4323265,-84.9770906"
7524,Anytime Fitness,1070 W. Main St. ,Plainfield,IN,46168,317-203-5312,co-ed,www.anytimefitness.com/gyms/1222/plainfield-in-46168/,False,False,False,,39.6977966,-86.4177822,0,False,False,False,False,False,False,47.82317352294922,"39.6977966,-86.4177822"
7531,Anytime Fitness,2500 National Rd. W.,Richmond,IN,47374,765-966-6171,co-ed,www.anytimefitness.com/gyms/2401/richmond-in-47374/,False,True,False,,39.8236743,-84.9358964,0,False,False,False,True,True,False,43.79490280151367,"39.8236743,-84.9358964"
7532,Anytime Fitness,222 S. Main St.,Rushville,IN,46173,765-938-3055,co-ed,www.anytimefitness.com/gyms/320/rushville-in-46173/,False,False,False,,39.6047907,-85.4444902,0,False,False,False,False,False,False,36.31089401245117,"39.6047907,-85.4444902"
7539,Planet Fitness-Shadeland,7451 N. Shadeland Ave. ,Shadeland,IN,46250,317-915-6000,co-ed,www.planetfitness.com/gyms/indianapolis-shadeland,False,False,False,,39.889503,-86.0460652,0,False,False,False,False,False,False,24.073545455932617,"39.889503,-86.0460652"
7540,Anytime Fitness,1818-A State Rd. 44,Shelbyville,IN,46176,317-392-3055,co-ed,www.anytimefitness.com/gyms/321/shelbyville-in-46176/,False,False,False,,39.5216791,-85.7472022,0,False,False,False,False,False,False,39.959712982177734,"39.5216791,-85.7472022"
7541,Shelby County Athletic Club,24 W. Rampart Rd.,Shelbyville,IN,46176,317-398-2582,co-ed,www.shelbycountyathleticclub.com,True,True,False,,39.5475456,-85.7767535,0,True,True,True,True,False,True,49.03783416748047,"39.5475456,-85.7767535"
7554,Anytime Fitness,341 W. Jefferson St.,Tipton,IN,46072,765-271-2672,co-ed,www.anytimefitness.com/gyms/3694/tipton-in-46072/,False,True,False,,40.2820705,-86.0458002,0,True,True,False,True,True,False,20.55095672607422,"40.2820705,-86.0458002"
7558,Anytime Fitness,1302 N. Cass St.,Wabash,IN,46992,260-274-0076,co-ed,www.anytimefitness.com/gyms/2965/wabash-in-46992/,False,True,False,,40.8137209,-85.8367405,0,True,True,False,False,False,False,39.968528747558594,"40.8137209,-85.8367405"
7559,Wabash County YMCA,500 S. Cass St,Wabash,IN,46992,260-563-9622,co-ed,www.wabashcountyymca.org,True,True,False,,40.7939288,-85.8236887,0,True,True,True,False,False,True,38.480186462402344,"40.7939288,-85.8236887"
7560,Heritage Pointe of Warren,801 Huntington Ave,Warren,IN,46792,260-375-2201,co-ed,HeritagePointeofWarren.org,True,True,False,,40.6877368,-85.4275018,0,False,True,True,False,False,False,32.49186325073242,"40.6877368,-85.4275018"
7566,Anytime Fitness,3249 SR-32,Westfield,IN,46074,317-867-4567,co-ed,www.anytimefitness.com/gyms/1523/westfield-in-46074/,False,True,False,,40.0428485,-86.1102197,0,True,True,False,False,False,False,27.891021728515625,"40.0428485,-86.1102197"
7569,Yorktown YMCA,200 S 600 W,Yorktown,IN,47396,765-286-0818,co-ed,muncieymca.org,True,True,False,,40.191363,-85.499878,0,True,True,False,True,False,True,9.320260047912598,"40.191363,-85.499878"
7570,Anytime Fitness,1570 W. Oak St.,Zionsville,IN,46077,317-733-4333,co-ed,www.anytimefitness.com/gyms/649/zionsville-in-46077/,False,False,False,,39.9501461,-86.2819345,0,False,False,False,False,False,False,38.992183685302734,"39.9501461,-86.2819345"
10281,LA Fitness,10574 WORKOUT WAY,CARMEL,IN,46032,317-708-3862,co-ed,www.lafitness.com,True,True,False,,39.9400067,-86.2377005,0,True,True,False,False,False,False,37.4365234375,"39.9400067,-86.2377005"
10282,LA Fitness,2744 E. 146TH STREET,CARMEL,IN,46033,317-973-0001,co-ed,www.lafitness.com,True,True,False,,40.0003755,-86.1148341,0,True,True,False,False,False,False,29.7180233001709,"40.0003755,-86.1148341"
10283,LA Fitness,11752 CUMBERLAND ROAD,FISHERS,IN,46037,317-436-0013,co-ed,www.lafitness.com,True,True,False,,39.959235,-85.9941679,0,True,True,False,False,False,False,17.079505920410156,"39.959235,-85.9941679"
10284,Life Time,11691 Fishers Corner Blvd.,Indianapolis,IN,46038,317-579-9555,co-ed,www.lifetime.life,True,True,False,,39.9601307,-86.0073304,0,True,True,True,True,False,True,17.547969818115234,"39.9601307,-86.0073304"
10285,LA Fitness,16640 MERCANTILE BLVD,NOBLESVILLE,IN,46060,317-774-0900,co-ed,www.lafitness.com,True,True,False,,40.0307844,-85.9935866,0,True,True,False,False,False,False,14.091803550720215,"40.0307844,-85.9935866"
10286,LA Fitness,540 N. STATE ROAD 135,GREENWOOD,IN,46142,317-215-5947,co-ed,www.lafitness.com,True,True,False,,39.622554,-86.1585372,0,True,True,False,False,False,False,40.91780471801758,"39.622554,-86.1585372"
10287,LA Fitness,6160 N. KEYSTONE AVENUE,INDIANAPOLIS,IN,46220,317-254-8977,co-ed,www.lafitness.com,True,True,False,,39.8666388,-86.1224066,0,True,True,False,False,False,False,26.41300392150879,"39.8666388,-86.1224066"
10288,LA Fitness,9529 EAST WASHINGTON STREET,INDIANAPOLIS,IN,46229,317-829-0022,co-ed,www.lafitness.com,True,True,False,,39.7745375,-85.9967987,0,True,True,False,False,False,False,27.560213088989258,"39.7745375,-85.9967987"
10289,LA Fitness,9030 ROCKVILLE ROAD,INDIANAPOLIS,IN,46234,317-644-0200,co-ed,www.lafitness.com,True,True,False,,39.7638314,-86.3222118,0,True,True,False,False,False,False,39.04775619506836,"39.7638314,-86.3222118"
10290,LA Fitness,9930 PENDLETON PIKE,INDIANAPOLIS,IN,46236,317-855-9012,co-ed,www.lafitness.com,True,True,False,,39.8533239,-85.9919327,0,True,True,False,False,False,False,22.699321746826172,"39.8533239,-85.9919327"
10291,LA Fitness,3855 E. SOUTHPORT RD,INDIANAPOLIS,IN,46237,317-644-0683,co-ed,www.lafitness.com,True,True,False,,39.6653345,-86.0997919,0,True,True,False,False,False,False,36.79426574707031,"39.6653345,-86.0997919"
10292,Life Time,8705 Castle Creek Parkway,Indianapolis,IN,46250,317-595-9700,co-ed,www.lifetime.life,True,True,False,,39.9140566,-86.0685762,0,True,True,True,True,False,True,22.09038543701172,"39.9140566,-86.0685762"
7429,Anytime Fitness,1807 N. Lincoln St.,Greensburg,IN,47240,812-662-3055,co-ed,www.anytimefitness.com/gyms/162/greensburg-in-47240/,False,False,False,,39.3537815,-85.4798904,0,False,False,False,False,False,False,49.896663665771484,"39.3537815,-85.4798904"
10293,LA Fitness,4015 SHORE DRIVE,INDIANAPOLIS,IN,46254,317-238-3163,co-ed,www.lafitness.com,True,True,False,,39.8277348,-86.2798362,0,True,True,False,False,False,False,39.34531021118164,"39.8277348,-86.2798362"
10294,Life Time,9525 Meridian Street,Indianapolis,IN,46260,317-843-9230,co-ed,www.lifetime.life,True,True,False,,39.925512,-86.1577757,0,True,True,True,True,False,True,30.79062843322754,"39.925512,-86.1577757"
10813,Snap Fitness,220 W. 161st St.,Westfield,IN,46074,812-680-4570,co-ed,www.snapfitness.com/gyms,False,True,False,,40.0211475,-86.1626414,0,True,True,False,False,True,False,30.14776039123535,"40.0211475,-86.1626414"
11764,Curves,8150 Oaklandon Road,Indianapolis,IN,46236,317-823-8275,women,www.curves.com/locations,False,False,False,,39.90384,-85.9571863,0,False,False,False,False,False,False,24.88385009765625,"39.90384,-85.9571863"
14669,Grant County Family YMCA,123 Sutter Way,Marion,IN,46952,765-664-0544,co-ed,www.gcymca.org,True,True,False,,40.5617642,-85.6587226,0,True,True,True,True,False,True,28.20256233215332,"40.5617642,-85.6587226"
14672,Montpelier Civic Center,339 S. Main St.,Montpelier,IN,47359,765-728-2600,co-ed,www.montpelierciviccenter.org,False,False,False,,40.5526317,-85.2783289,0,False,False,False,False,False,False,32.84934616088867,"40.5526317,-85.2783289"
15186,Kokomo Family YMCA,114 North Union St.,Kokomo,IN,46901,765-457-4447,coed,kokomoymca.org/,True,True,False,,40.486674,-86.1299443,0,True,True,True,True,False,True,35.338035583496094,"40.486674,-86.1299443"
15217,HealthWorks,3542 Western Ave.,Connersville,IN,47331,765-827-7719,coed,www.fayetteregional.org,False,True,False,,39.677085,-85.1385148,0,True,True,False,True,False,True,41.70153045654297,"39.677085,-85.1385148"
15330,HealthRidge,2200 Forest Ridge Pkwy. Ste. 110,New Castle,IN,47362,765-521-1216,coed,www.hchcares.org/wellness-services/healthridge-wellness/,True,True,False,,39.9096932,-85.3825104,0,True,True,True,True,False,True,21.069364547729492,"39.9096932,-85.3825104"
15331,Push Fitness for Women,4225 E. 82nd Street,Indianapolis,IN,46250,317-284-7874,women,www.push-fitness.com,False,True,False,,39.9068591,-86.0947412,0,True,True,False,False,True,True,30.411354064941406,"39.9068591,-86.0947412"
15412,OrthoIndy Foundation YMCA ,5315 Lafayette Rd,Indianapolis,IN,46254,317-297-6922,coed,www.indymca.org,True,True,False,,39.8477467,-86.258168,0,True,True,True,True,False,True,39.89659881591797,"39.8477467,-86.258168"
15723,Warren Health and Fitness,1111 N. Huntington Ave,Warren,IN,46792,260-375-4840,coed,www.warrenhealthandfitness.org,False,True,False,,40.6911314,-85.4290326,0,True,True,False,True,True,True,38.398338317871094,"40.6911314,-85.4290326"
10814,Snap Fitness,779 E. Main St.,Danville,IN,46122,317-745-5330,co-ed,www.snapfitness.com/gyms,False,True,False,,39.7588982,-86.5098465,0,True,True,False,False,True,False,49.74462890625,"39.7588982,-86.5098465"
14482,Richard A. Carlucci Recreation and Aquatic Center,651 Vestal Rd.,Plainfield,IN,46168,317-839-7665,coed,www.townofplainfield.com/Parks-Recreation-Main-Page/,True,True,False,,39.7060015,-86.4137824,0,True,True,True,True,False,True,47.32183837890625,"39.7060015,-86.4137824"
15816,Fitness In Motion,9477 East Washington Street,Indianapolis,IN,46229,317-840-6738,co-ed,www.fitnessinmotionstudio.com,False,True,False,,39.7743105,-86.0013386,0,True,True,False,True,False,True,28.048309326171875,"39.7743105,-86.0013386"
15844,Greenwood Community Center,100 Surina Way,Greenwood,IN,46143,317-881-4545,coed,www.greenwood.in.gov/parks,False,False,False,,39.6111738,-86.1047781,0,False,False,False,False,False,False,40.42989730834961,"39.6111738,-86.1047781"
16420,Planet Fitness-Westfield,3440 East Street Road 32,Westfield ,IN,46074,317-965-3643,coed,,False,False,False,,40.0691522,-86.1233397,0,False,False,False,False,False,False,23.440452575683594,"40.0691522,-86.1233397"
16422,Anytime Fitness,3919 Madison Ave. ,Indianapolis,IN,46227,317-602-3624,co-ed,www.anytimefitness.com/gyms/2153/indianapolis-in-46227/,False,False,False,,39.7086096,-86.1428015,0,False,False,False,False,False,False,36.344905853271484,"39.7086096,-86.1428015"
16423,Anytime Fitness,5510 Lafayette Rd. ,Indianapolis,IN,46254,317-808-5903,co-ed,www.anytimefitness.com/gyms/3842/indianapolis-in-46254/,False,False,False,,39.8518084,-86.2622662,0,False,False,False,False,False,False,35.1348762512207,"39.8518084,-86.2622662"
16540,Anytime Fitness,1642 Olive Branch Parke Ln.,Greenwood,IN,46143,317-893-2226,Co-Ed,https://www.anytimefitness.com/gyms/3087/greenwood-in-46143/,False,False,False,,39.5941494,-86.1604682,0,False,False,False,False,False,False,43.08799362182617,"39.5941494,-86.1604682"
16667,Workout Anytime,5633 Pebble Brook Village Lane,Noblesville,IN,46062,317-763-5173,coed,www.workoutanytime.com/noblesville/,False,False,False,,40.0463118,-86.0791767,0,False,False,False,False,False,False,21.32457160949707,"40.0463118,-86.0791767"
16796,Riverview Health Rehab and Fitness - Carmel,14535 Hazel Dell Pkwy,Carmel,IN,46033,317-705-4350,Co-Ed,riverview.org,True,False,False,,39.999015,-86.0703851,0,False,False,False,False,False,False,21.671127319335938,"39.999015,-86.0703851"
15857,Amy's Senior Aerobics,627 N Main St,Bluffton,IN,46714,260-249-4447,coed,,False,True,False,,40.7462763,-85.1698518,0,True,True,False,False,True,False,42.74383544921875,"40.7462763,-85.1698518"
16307,Workout Anytime,3304 E Market St ,Logansport,IN,46947,574-306-0313,coed,www.workoutanytime.com/logansport/,False,False,False,,40.7572765,-86.3220905,0,False,False,False,False,False,False,49.38148880004883,"40.7572765,-86.3220905"
16797,Riverview Health Rehab and Fitness - Noblesville,601 Westfield Road,Noblesville,IN,46060,317-776-7225,Co-Ed,riverview.org,True,False,False,,40.0469373,-86.0271192,0,False,False,False,False,False,False,18.266372680664062,"40.0469373,-86.0271192"
16799,Randolph County YMCA,1521 E. Washington St.,Winchester,IN,47394,765-584-9622,co-ed,randolphcountyymca.org,False,True,False,,40.1721065,-84.9484125,0,True,True,False,True,False,True,39.69109344482422,"40.1721065,-84.9484125"
7480,Cass County Family Y,905 E. Broadway,Logansport,IN,46947,574-753-5141,co-ed,www.casscountyymca.org,True,True,False,,40.7554028,-86.3575868,0,True,True,True,True,True,True,41.633121490478516,"40.7554028,-86.3575868"
16855,Phifer's Fitness,116 North Main Street,Tipton,IN,46072,765-408-0331,coed,www.phifersfitness.com,False,True,False,,40.2828115,-86.041266,0,False,False,False,True,True,True,5.11203670501709,"40.2828115,-86.041266"
16980,Ardizzone & Nalley Gym,8057 Madison Ave.,Indianapolis,IN,46227,317-270-7011,coed,https://www.facebook.com/ardizzonegym/,False,False,False,,39.6486129,-86.120948,0,False,False,False,False,True,False,38.353599548339844,"39.6486129,-86.120948"
17006,Anytime Fitness,9653 Olio Rd.,McCordsville,IN,46055,317-336-5500,coed,https://www.anytimefitness.com/gyms/1229/mccordsville-in-46055/,False,False,False,,39.9281373,-85.9191747,0,False,False,False,False,False,False,16.273313522338867,"39.9281373,-85.9191747"
7487,Anytime Fitness,1696 S. Ohio St.,Martinsville,IN,46151,765-342-3600,co-ed,www.anytimefitness.com/gyms/2674/martinsville-in-46151/,False,True,False,,39.4112376,-86.4234226,0,True,False,False,True,True,True,40.32482147216797,"39.4112376,-86.4234226"
14670,Barbara B. Jordan YMCA,2039 East Morgan Street,Martinsville,IN,46151,765-342-6688,co-ed,bbjymca.org,True,True,False,,39.4308593,-86.4038004,0,True,True,True,True,False,True,38.7052001953125,"39.4308593,-86.4038004"
16794,Reps Fitness,167 Morton Ave,Martinsville,IN,46151,765-349-5645,Co-Ed,,False,True,False,,39.4179345,-86.430344,0,True,False,False,False,False,False,42.898380279541016,"39.4179345,-86.430344"
7518,Strauss-Peabody Aquatic & Fitness Center,902 N Market Street,North Manchester,IN,46962,260-982-4919,co-ed,www.nmanchester.org/department/division.php?structureid=23,True,True,False,,41.0083104,-85.7702494,0,False,False,False,False,False,True,49.37672805786133,"41.0083104,-85.7702494"
15199,Fulton County Wellness Center,529 Main St.,Rochester,IN,46975,574-223-3657,coed,www.fultoncountywellness.net/,False,True,False,,41.0685119,-86.2157951,0,True,True,False,False,False,True,48.56351852416992,"41.0685119,-86.2157951"
7378,Mill Race Center,900 Lindsey St,Columbus ,IN,47201,812-376-9241,co-ed,www.millracecenter.org/programs/health-fitness/,False,True,False,,39.2073524,-85.9251073,0,True,True,False,False,False,True,49.977237701416016,"39.2073524,-85.9251073"
7379,Planet Fitness-Columbus ,3055 25th St. Columbus,Columbus ,IN,47201,812-376-3000,co-ed,www.planetfitness.com/gyms/columbus,False,False,False,,39.2231725,-85.8870402,0,False,False,False,False,True,False,48.73054504394531,"39.2231725,-85.8870402"
15218,Total Fitness of Columbus,3075 Middle Rd,Columbus,IN,47203,812-373-9992,coed,totalfitnessofcolumbus.net,True,True,False,,39.2293797,-85.8963361,0,True,True,True,True,True,True,48.333709716796875,"39.2293797,-85.8963361"
16421,Anytime Fitness,1565 N. National Rd.,Columbus ,IN,47201,812-372-3488,co-ed,www.anytimefitness.com/gyms/1736/columbus-in-47201/,False,False,False,,39.2154237,-85.8824637,0,False,False,False,False,False,False,49.25176239013672,"39.2154237,-85.8824637"
7567,Community Wellness Center�of Winamac,120 West 15th Street,Winamac,IN,46996,574-946-4150,co-ed,,False,True,False,,41.0598115,-86.6072147,0,True,True,False,True,False,True,48.317665100097656,"41.0598115,-86.6072147"
7351,Anytime Fitness,10 Bedel Blvd.,Batesville,IN,47006,812-932-3055,co-ed,www.anytimefitness.com/gyms/2019/batesville-in-47006/,False,False,False,,39.3057324,-85.215898,0,False,False,False,False,False,False,31.899166107177734,"39.3057324,-85.215898"
7352,Southeastern Indiana YMCA,30 State Road 129 South,Batesville,IN,47006,812-934-6006,co-ed,www.siymca.org,True,True,False,,39.287723,-85.202759,0,True,True,True,True,True,True,33.30475616455078,"39.287723,-85.202759"
7508,Brown County YMCA,105 Willow Street,Nashville,IN,47448,812-988-9622,co-ed,browncountyymca.org/,True,True,False,,39.1995355,-86.2407432,0,False,False,False,False,False,False,46.56312942504883,"39.1995355,-86.2407432"
7519,Anytime Fitness,620 E. Buckeye St.,North Vernon,IN,47265,812-953-3212,co-ed,www.anytimefitness.com/gyms/1928/north-vernon-in-47265/,False,False,False,,39.0056635,-85.621401,0,False,False,False,False,False,False,45.11674118041992,"39.0056635,-85.621401"
8658,Anytime Fitness,5276 College Corner Pike,Oxford,OH,45056,513-524-3212,co-ed,www.anytimefitness.com/gyms/2901/oxford-oh-45056/,False,True,False,,39.5198486,-84.7587457,0,False,False,False,True,True,False,45.900814056396484,"39.5198486,-84.7587457"
7353,Anytime Fitness,2643 16th St.,Bedford,IN,47421,812-275-3055,co-ed,www.anytimefitness.com/gyms/2690/bedford-in-47421/,False,False,False,,38.8610654,-86.5093891,0,False,False,False,False,False,False,47.9122200012207,"38.8610654,-86.5093891"
7354,Healthy Balance Health Club,1201 5th St.,Bedford,IN,47421,812-279-6330,co-ed,www.healthybalancewellness.com,False,True,False,,38.8743505,-86.4879435,0,True,True,False,False,True,True,46.6642951965332,"38.8743505,-86.4879435"
7356,Anytime Fitness,2894 E. 3rd St. ,Bloomington,IN,47401,812-334-7979,co-ed,www.anytimefitness.com/gyms/2822/bloomington-in-47401/,False,True,False,,39.1641283,-86.4947945,0,True,True,False,True,True,True,28.6571102142334,"39.1641283,-86.4947945"
7357,Twin Lakes Recreation Center,1700 W Bloomfield Rd.,Bloomington,IN,47403,812-349-3720,co-ed,bloomington.in.gov/TLRC,False,True,False,,39.1554125,-86.5625971,0,True,True,False,True,False,True,31.2407169342041,"39.1554125,-86.5625971"
7358,Planet Fitness-Bloomington IN,3477 West Third Street,Bloomington,IN,47404,812-333-7699,co-ed,www.planetfitness.com ,False,False,False,,39.1645755,-86.578664,0,False,False,False,False,False,False,31.282188415527344,"39.1645755,-86.578664"
7537,Anytime Fitness,840 E. Tipton St.,Seymour,IN,47274,812-680-4639,co-ed,www.anytimefitness.com/gyms/2018/seymour-in-47274/,False,False,False,,38.9581285,-85.8774332,0,False,False,False,False,False,False,42.16917037963867,"38.9581285,-85.8774332"
8659,Miami University Recreational Sports Center,750 S. Oak St.,Oxford,OH,45056,513-529-4732,co-ed,miamioh.edu/hdrbs/miami-recreation/index.html,True,True,False,,39.5025847,-84.7363071,0,True,True,False,False,False,True,47.33262634277344,"39.5025847,-84.7363071"
16482,BFF Fitness Center,120 Harrison Ave,Brookville,IN,47012,765-647-5127,coed,765-647-5127,False,False,False,,39.4138833,-85.0109824,0,False,False,False,False,False,False,35.73276138305664,"39.4138833,-85.0109824"
7538,Fitness 1440 Seymour,2012 E. Tipton St.,Seymour,IN,47274,812-524-2582,co-ed,www.fitness1440.com/seymour,False,True,False,,38.9579115,-85.8546425,0,True,True,False,True,True,True,42.70426559448242,"38.9579115,-85.8546425"
10816,Snap Fitness,1119 W. Tipton St.,Seymour,IN,47274,765-653-4000,co-ed,www.snapfitness.com/gyms,False,True,False,,38.9539067,-85.9005412,0,True,True,False,False,True,False,41.938880920410156,"38.9539067,-85.9005412"
11771,Curves,2407 W 16th St,Bedford,IN,47421,812-277-9767,women,www.curves.com/locations,False,False,False,,38.8610815,-86.5046925,0,False,False,False,False,False,False,47.82621765136719,"38.8610815,-86.5046925"
16982,Priority Fitness,2217 16th Street,Bedford,IN,47421,812-275-7348,coed,www.pfitbedford.com,False,True,False,,38.8610815,-86.5035,0,True,True,False,False,False,True,47.804832458496094,"38.8610815,-86.5035"
8704,Anytime Fitness,219 Aukerman St.,Eaton,OH,45320,937-456-0135,co-ed,www.anytimefitness.com/gyms/3284/eaton-oh-45320/,False,True,False,,39.7456466,-84.6295587,0,False,False,False,True,True,False,49.787696838378906,"39.7456466,-84.6295587"
8705,Preble County YMCA,450 Washington-Jackson Rd,Eaton,OH,45320,937-472-2010,co-ed,ymcaonline.org ,True,True,False,,39.7657146,-84.6509398,0,True,True,True,True,True,True,48.678070068359375,"39.7657146,-84.6509398"
7482,Anytime Fitness,1321 Clifty Dr.,Madison,IN,47250,812-274-2851,co-ed,www.anytimefitness.com/gyms/2651/madison-in-47250/,False,False,False,,38.7718316,-85.4159986,0,False,False,False,False,False,False,49.621002197265625,"38.7718316,-85.4159986"
7484,Fit For The King,2617 N. Wilson Ave,Madison,IN,47250,812-273-1543,co-ed,www.fitfortheking.com/,False,True,False,,38.7764902,-85.4060257,0,True,True,False,True,False,True,49.652339935302734,"38.7764902,-85.4060257"
7348,Anytime Fitness,102 Sycamore Estate Dr.,Aurora,IN,47001,812-926-3655,co-ed,www.anytimefitness.com/gyms/29/aurora-in-47001/,False,False,False,,39.0780738,-84.8903673,0,False,False,False,False,False,False,49.24913024902344,"39.0780738,-84.8903673"
8640,East Butler County YMCA,6645 Morris Rd,Hamilton,OH,45011,513-892-9622,co-ed,www.gmvymca.org,True,True,False,,39.389013,-84.4961157,0,False,True,True,True,True,True,48.86871337890625,"39.389013,-84.4961157"
8641,Hamilton Central YMCA ,105 North Second Street,Hamilton,OH,45011,513-887-0001,co-ed,www.gmvymca.org,True,True,False,,39.4007181,-84.5614823,0,True,True,True,True,False,True,45.40663146972656,"39.4007181,-84.5614823"
8642,Elements at the Bever,855 Stahlheber Rd.,Hamilton,OH,45013,513-820-5047,co-ed,elementswellness.org,True,True,False,,39.4206805,-84.5923498,0,True,True,True,True,False,True,43.302520751953125,"39.4206805,-84.5923498"
8643,Elements at the Square,100 Berkley Square,Hamilton,OH,45013,513-896-8087,co-ed,elementswellness.org,True,True,False,,39.4198004,-84.5604001,0,True,True,True,True,False,True,44.84383773803711,"39.4198004,-84.5604001"
8644,Fitton Family YMCA,1307 NW Washington Blvd,Hamilton,OH,45013,513-868-9622,co-ed,www.gmvymca.org,True,True,False,,39.4228953,-84.5788641,0,False,True,True,True,True,True,43.869354248046875,"39.4228953,-84.5788641"
8645,Planet Fitness - Hamilton,730 NW Washintgon Blvd.,Hamilton,OH,45013,513-889-4452,co-ed,www.planetfitness.com,False,False,False,,39.42662,-84.5952824,0,False,False,False,False,False,False,42.9730224609375,"39.42662,-84.5952824"
8646,Fairfield Family YMCA,5220 Bibury Road,Fairfield,OH,45014,513-829-3091,co-ed,www.gmvymca.org,True,True,False,,39.3363824,-84.5539856,0,False,False,True,True,True,True,48.02405548095703,"39.3363824,-84.5539856"
8647,Planet Fitness - Fairfield,544 Patterson Dr.,Fairfield,OH,45014,513-889-4004,co-ed,www.planetfitness.com,False,False,False,,39.3409366,-84.5612708,0,False,False,False,False,False,False,47.5262565612793,"39.3409366,-84.5612708"
8648,Anytime Fitness,10501 New Haven Rd.,Harrison,OH,45030,513-367-2400,co-ed,www.anytimefitness.com/gyms/3258/harrison-oh-45030/,False,True,False,,39.2618928,-84.7940348,0,True,True,False,False,False,False,41.598541259765625,"39.2618928,-84.7940348"
8649,Balance Fitness,1155 Stone Dr.,Harrison,OH,45030,513-367-1300,co-ed,www.balancefitnessharrison.com,False,True,False,,39.2563532,-84.7959675,0,True,True,False,False,True,True,36.09344482421875,"39.2563532,-84.7959675"
8651,Harrison Premier Fitness,1150 Harrison Ave. ,Harrison,OH,45030,513-367-0003,co-ed,www.Harrisonpremierfitness.com,True,True,False,,39.256555,-84.8008884,0,True,True,False,False,False,False,35.88478088378906,"39.256555,-84.8008884"
8655,Middletown Area YMCA,1020 Manchester Ave,Middletown,OH,45042,513-422-9622,co-ed,www.gmvymca.org,True,True,False,,39.5178085,-84.4027361,0,True,True,False,True,True,True,48.66836166381836,"39.5178085,-84.4027361"
8664,Anytime Fitness,825 W. State St.,Trenton,OH,45067,513-428-0724,co-ed,www.anytimefitness.com/gyms/2671/trenton-oh-45067/,False,True,False,,39.4806975,-84.4717223,0,True,True,False,False,False,False,47.51456069946289,"39.4806975,-84.4717223"
8709,YMCA of Darke County ,301 Wagner Ave.,Greenville,OH,45331,937-548-3777,co-ed,www.ymcaO217:Q218darkecounty.org,True,True,False,,40.1119293,-84.622337,0,False,False,False,False,False,False,45.830352783203125,"40.1119293,-84.622337"
10271,LA Fitness,3312 PRINCETON ROAD,HAMILTON,OH,45011,513-334-0082,co-ed,www.lafitness.com,True,True,False,,39.3907504,-84.5046304,0,True,True,False,False,False,False,48.40995788574219,"39.3907504,-84.5046304"
